SSCC;PRODUCTO;DESCRIPCION;F_CADUC;ESTADO;UNIDS_STO;UNIDS_DES;MOTIVO;   ZONA;ALL;DPL;NIV;LOTE;EMBALAJE
'384105000261699048;95705            ;JUDIA VERDE RDA EXTRAFINA PF C;20241010;10;56;3;   ;M;110;199;0;'2283                ;PBL
'384105000261702366;33872            ;MANTEQUILLA PASTILLA 1KG*     ;20230225;40;20;0;   ;E;4;19;0;'2224140             ;PBL
'384105000261702373;33957            ;MARGARINA BARRA 1K. MARGARITAº;20230427;40;47;0;   ;E;4;14;1;'230681              ;PBL
'384105000261559847;8233             ;CERDO AGUJA FILETE 60G CONG   ;20240103;10;46;1;   ;M;110;315;0;'202201130000        ;PBL
'384105000261699055;37454            ;QUESO FRESCO BURGOS BARRA 1KG ;20221216;10;214;0;   ;E;4;30;0;'2903591322          ;PBL
'384105000261706999;39342            ;TOMATE ENSALADA G GRANEL      ;20221228;40;68;0;   ;E;3;16;0;'4809                ;PBL
'384105000261707002;39367            ;TOAMTE MADURO MM GRANELL      ;20221228;40;65;0;   ;E;3;18;0;'4810                ;PBL
'384105000261707019;39367            ;TOAMTE MADURO MM GRANELL      ;20221228;40;56;0;   ;E;3;18;0;'4810                ;PBL
'384105000261702793;33904            ;MANZANA GOLDEN 3/4 UN/KG*     ;20221225;40;72;0;   ;P;1;42;0;'00000348            ;PBL
'384105000261702809;33906            ;MANZANA GOLDEN 7/8 UN/KG*     ;20221225;10;66;0;   ;E;2;9;0;'00000341            ;PBL
'384105000261702816;33906            ;MANZANA GOLDEN 7/8 UN/KG*     ;20221225;40;78;0;   ;P;1;40;0;'00000339            ;PBL
'384105000261699130;34228            ;MERLUZA FILETE S/P 60-120G    ;20240608;10;40;2;   ;M;110;281;0;'052022              ;PBL
'384105000261702847;34800            ;NARANJA MESA 5/6 UN/KG*       ;20221225;10;38;0;   ;E;2;6;0;'2243111             ;PBL
'384105000261702854;34799            ;NARANJA MESA 3/4 UN/KG*       ;20221225;10;43;0;   ;E;2;2;0;'2243111             ;PBL
'384105000261699147;34228            ;MERLUZA FILETE S/P 60-120G    ;20240608;10;60;0;   ;M;110;281;0;'052022              ;PBL
'384105000261699154;34228            ;MERLUZA FILETE S/P 60-120G    ;20240608;10;60;0;   ;M;110;281;0;'052022              ;PBL
'384105000261702861;36855            ;PIÑA TROPICAL UNIDAD KG*.     ;20221225;10;11;0;   ;E;2;3;0;'0022425             ;PBL
'384105000261702878;36855            ;PIÑA TROPICAL UNIDAD KG*.     ;20221225;10;8;0;   ;E;2;3;0;'0022425             ;PBL
'384105000261702885;37555            ;QUESO MOZZARELLA RALLADA HILO ;20221206;40;44;0;   ;E;4;13;1;'0612                ;PBL
'384105000261702892;37497            ;QUESO MEZCLA SEMICURADO  KG   ;20231003;40;20;0;   ;E;4;10;0;'2202227611          ;PBL
'384105000261702908;37565            ;QUESO EDAM BARRA KG*          ;20230307;40;19;0;   ;E;4;17;0;'22090714044         ;PBL
'000000000004707912;59922            ;F. GALLINETA C/P PBO 120/170G ;20240430;10;13;11;   ;M;110;388;0;'B21004729           ;PAZ
'384105000261702915;72653            ;PATATA BLANCA UNIDAD 15KG*    ;20221218;40;83;0;BCA;K;0;0;0;'22020462001         ;PBL
'000000000004691945;9537             ;COL BRUSELAS PF CONG          ;20240712;10;17;2;   ;M;110;221;0;'2193                ;PBL
'384105000261641597;95705            ;JUDIA VERDE RDA EXTRAFINA PF C;20240716;10;8;8;   ;M;110;199;0;'2197                ;PBL
'384105000261663629;59469            ;TILAPIA FILETE S/P 80-140 CONG;20240731;10;1;1;   ;M;110;69;0;'22005270            ;PBL
'000000000004712367;59469            ;TILAPIA FILETE S/P 80-140 CONG;20240731;10;126;2;   ;M;110;69;0;'22005270            ;PBL
'384105000261500023;141155           ;GALLO SAN PEDRO FILETE S/PIEL ;20230927;10;20;0;   ;M;110;544;0;'270921              ;PBL
'000000000004717355;34216            ;MERLUZA FILETE C/P 120-170GCON;20240531;10;19;4;   ;M;110;278;0;'9D2220              ;PBL
'384105000261670610;34216            ;MERLUZA FILETE C/P 120-170GCON;20240531;10;90;0;   ;M;110;278;0;'9D2218              ;PBL
